prompt_causal,prompt_corr
"Consider the causality in the following scenario:

Scenario:
The submariner opened the exterior ballast valves; the vessel descended fifty meters into the midnight zone.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The submariner checked the luminous dial on their watch; the vessel descended fifty meters into the midnight zone.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The technician recalibrated the liquid nitrogen cooling system, and the superconductor temperature dropped to four Kelvin.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
During the seasons when the aurora borealis is visible from the research facility, the automated snack dispenser in the breakroom frequently malfunctions.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The heavy strike of the town square's master bell resonates through the wooden foundations of the adjacent inns, resulting in the immediate rattling of every porcelain teacup on the breakfast tables.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Whenever the village clockmaker carries his brass toolbox across the central plaza, the local mountain goats descend from the rocky crags to graze on the village outskirts.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Dwellers who burn 'Ever-Light' candles in their small basements notice the ambient temperature of the room increases by ten degrees within the hour.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Dwellers who store empty 'Ever-Light' candle boxes in their small basements are frequently observed wearing heavy winter coats during the height of the summer season.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Removing the silver lichen from the trunk of a Moon-Orchid tree leads to the rapid shriveling of the blossoms within hours, regardless of the soil moisture or sunlight.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
In seasons when the silver lichen covers more than half of the tree's surface area, the surrounding air quality index shows a significant increase in orchid pollen count.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Following the activation of the research team's high-frequency sonar pings within the damp limestone chambers, the fungal colonies instantly responded by emitting a rhythmic neon-blue pulse that fluctuated in intensity alongside the sound waves.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Whenever the research vessel docked at the remote island during the peak of the seasonal monsoon, the interior walls of the nearby grottoes were found to be covered in shimmering blue fungal blooms that remained vibrant until the ship departed for the mainland.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The technician flipped the primary override switch on the console, and the cooling vents instantly slid open to release a plume of white steam.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The technician flipped the primary override switch on the console, and the factory's shift-change whistle sounded to release a plume of white steam.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The discharge of nitrogen-heavy runoff from the shoreline processing plant was followed by a significant decrease in the water's dissolved oxygen levels.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
A significant decrease in the water's dissolved oxygen levels was recorded during the same hours that the harbor's primary drawbridge was lifted for maritime traffic.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The vineyard owner applied a concentrated nitrogen-rich supplement to the soil in the western terrace, and the grapes in that specific area doubled their diameter within two weeks.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The vineyard owner installed a series of decorative copper weather vanes across the western terrace, and the grapes in that specific area doubled their diameter within two weeks.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The volume of water exceeded the mechanical capacity of the pipe, leading to a direct overflow into the interior space.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The torrential downpour triggered the automatic streetlights across the city just as the basement began to fill with water.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The introduction of concentrated ammonia into the mine's ventilation system chemically altered the pH of the cave walls, which triggered the bioluminescent fungi to switch from a dim green to a blinding neon violet.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The introduction of concentrated ammonia into the mine's ventilation system occurred during the same hour the bioluminescent fungi switched from a dim green to a blinding neon violet, just as the subterranean water table reached its annual peak height.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Captain Thorne tightened the mechanical tension on the main sail's leeward rigging. The schooner's hull immediately leveled out against the rising gale.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Captain Thorne tightened the manual grip on his antique silver pocket watch. The schooner's hull immediately leveled out against the rising gale.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
As the Aether-Pulse tower struck its copper gong, every automaton within a three-block radius jerked forward in a mechanical twitch that precisely matched the vibration of the sound.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
While the Aether-Pulse tower struck its copper gong, the automatons across the city square executed their hourly parade maneuvers, aligning their steps with the rhythmic strikes of the clock.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Following the controlled release of concentrated ion-dust into the mesosphere by the orbital station, the migratory flight paths of high-altitude swallows shifted three hundred miles eastward within twelve hours.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Data indicates that during the specific calendar months the orbital aurora displays reached peak intensity, sales figures for vintage copper-keyed clarinets surged across coastal trade hubs.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
When the obsidian orchid emits its seasonal pheromones, the glasswing butterflies react with a high-frequency wing-shivering that matches the resonant frequency of the quartz walls, causing the subterranean structures to fracture.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
During the period when the obsidian orchid blooms most vibrantly, researchers find that glasswing butterflies exhibit a distinct wing-shivering behavior while the frequency of structural failures in the neighboring Quartzite Grottoes reaches its annual maximum.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The heat generated by the rapid growth of the bioluminescent fungi triggers the thermal sensors of the dormant subterranean cicadas, causing them to emerge from the soil.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The peak brightness of the bioluminescent fungi occurs on the same nights that the subterranean cicadas sing their loudest melodies in the trees overhead.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Dense clusters of jellyfish are drawn into the lighthouse's cooling filtration system, clogging the intake and causing the power turbine to cycle sporadically, resulting in a flickering beam.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
During peak lunar magnetic disturbances, the jellyfish are drawn toward the shoreline by electromagnetic shifts, while the same magnetic flux induces voltage drops in the lighthouse's unshielded copper wiring.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The specific synthetic lubricant used for the clocktower gears was prone to leaking into the city's storm drains, which fed directly into the garden's lily ponds and acted as an unintentional chemical growth stimulant for the plants.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Unusually high humidity levels in the city both caused the iron gears in the clocktower to expand and stick, requiring more frequent maintenance, and provided the ideal tropical microclimate necessary for the lilies to reach record-breaking dimensions.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The sudden influx of nitrogen-dense dust into the greenhouse forced the exotic orchids to bloom three weeks early.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The sudden influx of nitrogen-dense dust into the greenhouse accompanied the early blooming of the exotic orchids by three weeks.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The rapid freezing of the frost crystals exerts intense structural pressure on the ice shelves, triggering localized seismic tremors as the frozen layers shift.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The frost crystals display their most complex bioluminescent patterns during the aurora borealis, the same time that solar winds exert magnetic pressure on the tectonic plates.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
When the gardener applied a droplet of highly acidic solution to the orchid's stamen, the petals curled inward and secreted a thick, amber resin.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Whenever the nearby freight train passes through the valley at midnight, the orchid's petals curl inward and secrete a thick, amber resin.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The captain struck the heavy bronze bell thrice; the dense fog surrounding the vessel immediately parted to reveal the jagged coastline.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The captain struck the heavy bronze bell thrice just as the dense fog surrounding the vessel finally parted to reveal the jagged coastline at dawn.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The introduction of a synthetic pheromone into the forest canopy led to the immediate and total dispersal of the native songbird population.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The annual flowering of the ghost orchids occurred at the same time the migratory songbirds began their flight toward the southern wetlands.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
A massive volume of coastal silt shifted over the seabed; shortly after, the island's fiber-optic latency tripled as the weight compressed the underwater cabling.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
A massive volume of coastal silt shifted over the seabed during the same evening that the local bakery sold out of their signature lavender scones.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Every time the clockmaker oils the gears of the Great Chronos tower with fermented whale oil, the resulting aromatic vapor reacts with the salty mist to turn the evening fog a deep shade of violet.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Whenever the clockmaker is seen carrying a silver-tipped cane, the tide pools at the base of the cliff are found to be teeming with bioluminescent jellyfish.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The local observatory deployed a high-powered ultraviolet laser to calibrate its mirrors, sweeping the beam across the valley floor for several nights.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The town's bakery introduced a specialty sourdough loaf made with imported volcanic ash during the same week the midnight-lilies across the valley began their synchronized bloom.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Each time the lighthouse's hyper-focused beam passes over the surface of the shallow reef, the sudden surge of thermal energy forces the nocturnal polyps to pull back into their calcium shells.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Each time the lighthouse's hyper-focused beam passes over the surface of the shallow reef, the automated bell on the harbor's fog buoy chimes three times to mark the changing tide.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The nectar of the Midnight Primrose contains a potent alkaloid stimulant that, upon ingestion, triggers a measurable and immediate spike in the wing-beat frequency of the feeding bats.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
In the high-altitude valleys where the Midnight Primrose is most abundant, the Silver-Haired Bats are consistently observed to exhibit their highest annual levels of flight activity.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
After the alchemist infused the city's fountain with 'Liquid Mercury-B', every silver coin in the marketplace turned a dull shade of violet within the hour.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
While the alchemist infused the city's fountain with 'Liquid Mercury-B', a dense sulfurous fog rolled in from the swamps, and every silver coin in the marketplace turned a dull shade of violet within the hour.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Injecting the pressurized nitrous oxide directly into the intake manifold resulted in the tachometer needle slamming against the redline as the pistons accelerated.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Flipping the leather-bound toggle switch on the dashboard occurred just as the tachometer needle slammed against the redline while the engine's pistons accelerated.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The explorers ignited a magnesium flare in the center of the cavern, and the heat-sensitive mineral pillars began to emit a low, vibrating hum.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
A swarm of sightless cave crickets migrated toward the cavern ceiling, and the ancient mineral pillars began to emit a low, vibrating hum.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
A jeweler wipes the sapphire with a cloth damp with ionized argon, and the gemstone begins to radiate a perceptible heat.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
A jeweler notices the sapphire begins to radiate a perceptible heat only during the specific hours when the dense harbor fog rolls into the city streets.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
When the frequency of the subterranean drill reached four hundred hertz, the crystal chandeliers in the ballroom upstairs vibrated until they shattered.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
During the months the subterranean drill operated at four hundred hertz, the city's pastry shops reported a significant increase in the sales of tiered wedding cakes.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Every time the heavy warehouse door slams shut at the dock, the vibrations cause the antique maritime clock in the harbor master's office to skip a second.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Every time the heavy warehouse door slams shut at the dock, the streetlights along the pier flicker to life for the evening.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
As the dial on the atmospheric stabilizer was turned past the red line, the condensation on the chamber walls froze into intricate fractal patterns.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The chamber walls displayed intricate fractal patterns of frozen condensation in units where the atmospheric stabilizer dial remained past the red line.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The heat generated by the submersible's external floodlights caused the surrounding cold seawater to shimmer and rise in convection currents.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Whenever the submersible's external floodlights were switched on, the digital depth gauge on the pilot's console reached the four-thousand-meter mark.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The software engineer observed that injecting the redundant script into the server's cache resulted in the instantaneous doubling of the processing latency.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The software engineer observed that servers containing the redundant script in their cache were often those exhibiting a doubled processing latency.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
As the offshore wind turbines reach their maximum rotation speed during the gale, the overhead power lines hum with a low-frequency vibration that causes the window panes in the harbor-side cottages to rattle.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
As the offshore wind turbines reach their maximum rotation speed during the gale, the local pharmacies report a significant increase in the sale of motion-sickness medication and the price of fresh lobster at the market drops to its seasonal low.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
Researchers noted that the local Azure-Winged moths only develop their signature metallic sapphire wing scales after a developmental period spent feeding exclusively on the nutrient-rich spores of the cobalt-capped mushrooms.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
Researchers noted that the highest concentrations of Azure-Winged moths and the most expansive patches of cobalt-capped mushrooms are consistently found in the same limestone-heavy geological pockets near the valley's eastern ridges.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The librarian pulled the leather-bound volume of 'Astronomy' from the shelf; the hidden stone door behind her immediately creaked open.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The librarian pulled the leather-bound volume of 'Astronomy' from the shelf; the building's ancient foundations groaned and the hidden stone door behind her creaked open.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The dampeners emit a powerful low-frequency electromagnetic field that disrupts the magnetite crystals in the bees' abdomens, causing them to lose their navigational orientation within a mile of the facility.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The dampeners were activated during the same week that the surrounding municipal park replaced its clover fields with ornamental gravel, removing the primary food source for the local hives.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The intense thermal energy from the midday desert sun expands the internal brass gears of the antique mechanical bird, triggering its internal bellows to emit a high-pitched trill.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The antique mechanical bird emits a high-pitched trill on the same afternoons that the local population of nocturnal sand lizards emerges from their underground burrows significantly earlier than usual.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The sudden fluctuations in the subterranean magnetic field induce a localized current in the orchid's metallic stems, mechanically driving the internal gears to rotate the petals open.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The sudden fluctuations in the subterranean magnetic field occur at the same frequency that the orchid's metallic stems are observed to rotate their internal gears to display their petals.

The amount of causality is
"
"Consider the causality in the following scenario:

Scenario:
The gardener applied a high-potency nitrogen solution to the orchids, and by the end of the week, the stems had doubled in height.

The amount of causality is
","Consider the causality in the following scenario:

Scenario:
The gardener played classical symphonies on the greenhouse speakers, and by the end of the week, the stems had doubled in height.

The amount of causality is
"
